id,title,bin,lunch_duration_in_minutes,enabled,created_at,updated_at,work_scheme_id,client_type_id,responsible_manager_id,image,balance,rating,contract_number,contract_date,contract,director,city_id,address,phone,email,website,certificate_series,certificate_number,certificate_date,fines,nds,is_blocked,blocked_at,block_expires_at,work_schema,partner_id,commission,image_disk,contract_disk
426,ТОО Distrubiton hоus,600700192164,"0","0",2025-11-04 17:45:48,2025-11-04 17:45:48,,,3531,,"0",,166-25,2025-11-04,companies/contracts/FUAwGp31sPEfDV4HsgVFnKNztAjOXigRWzoiPelJ.pdf,Яшок С,2,Нурмакова 160,7056260577,,,,,,,"0",,,,,6,"0",,
212,АО УСТЬ-КАМЕНОГОРСКАЯ ПТИЦЕФАБРИКА,930340000261,"0","0",,,,,,,"0",,,,,,30,,,,,,,,,,,,,,6,"0",,
162,ТОО АНВАР,930340000648,"0","0",,,,,,,"0",,,,,,5,,,,,,,,,,,,,,6,"0",,
436,ТОО DALA BRAND,240140022280,"0","0",2025-11-14 16:49:22,2026-03-13 09:35:13,,,3531,,"0",,1111,1111-11-11,companies/contracts/BUHqRv4z13eSFUSZBq3O0KGKrwVTqqYjcZbEo2tv.pdf,Лопатин А,2,"г. Алматы, ул. Желтоксан, 96/98",7056260577,,,,,,,"0",,,,service_tariff,6,"0",,
369,ТОО ПЕРВОМАЙСК - ТПК,930240000248,"0","0",2025-10-07 12:24:58,2025-10-07 12:24:58,,,3531,,"0",,25-111,2025-08-26,companies/contracts/o4VP4KXpzh9xquACiNV9OgjWz5IqcSmq5qyvS1gl.pdf,Ренькас Н С,56,Орджоникидзе 54,7777777777,,,,,,,"0",,,,,6,"0",,
445,ТОО АКВА ДОМ,"031040006650","0","0",2025-12-02 17:22:07,2025-12-02 17:22:07,,,3531,,"0",,1111,1111-11-11,companies/contracts/0uarIixX9Cju0qDdTNQaqDuSj0nNQsAekS7acL5p.pdf,Ткачук В К,1,"Республика Казахстан, г. Астана, проспект М.Жұмабаев, д. 15/3",7056026664,,,,,,,"0",,,,,6,"0",,
433,ТОО Жезказган Трейд,190840014580,"0","0",2025-11-13 13:53:30,2025-11-13 13:53:30,,,3531,,"0",,176-25,2025-11-11,companies/contracts/M5fPglzydjL9AY0xvzmrhiT7yAENOmqAaL39IO3J.pdf,Шугаев Р,10,Улица Холмецкого 14,7011211534,,,,,,,"0",,,,,7,"0",,
447,ИП ЖИТНЯКОВСКИЙ,850709301673,"0","0",2025-12-02 17:40:05,2025-12-02 17:40:05,,,3531,,"0",,181-25,2025-11-27,companies/contracts/Uq9B5AYQBjFxHQ2VlIOeKDrJw8eKzy7j1KAFszVH.pdf,ЖИТНЯКОВСКИЙ ВЛАДИМИР ВИКТОРОВИЧ,2,"ул. Серпер, дом 6",7056260577,,,,,,,"0",,,,,7,"0",,
223,АКЦИОНЕРНОЕ ОБЩЕСТВО ИНОСТРАННОЕ ПРЕДПРИЯТИЕ ЭФЕС КАЗАХСТАН,971040000974,"0","0",,,,,,,"0",,,,,,11,,,,,,,,,,,,,,7,"0",,
163,ТОО АСТЫКЖАН-КОСТАНАЙ,"071140003022","0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,7,"0",,
371,ИП Бекерова К А,950814450510,"0","0",2025-10-07 12:36:21,2025-10-07 12:36:21,,,3531,,"0",,1111,1111-11-11,companies/contracts/Cw9ymk7c4v3psOhhaulNwotwWcZl2sFmmdjRPF8n.png,Бекерова К А,56,ул. Гоголя 61,7777777777,,,,,,,"0",,,,,7,"0",,
219,ТОО ЦИН-КАЗ,981240000517,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,7,"0",,
155,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННСТЬЮ АГРО-ДАМУ,101140016373,"0","0",,,,,,,"0",,,,,,17,,,,,,,,,,,,,,7,"0",,
389,ТОО Альянс-Компании,"040640003379","0","0",2025-10-15 10:36:32,2025-10-15 10:36:32,,,3531,,"0",,11-25,2025-02-06,companies/contracts/oe78Vh7xc9veaKpu6YVBkd0KH8wmIHPjMIHysz7F.pdf,Ибраев Н,32,Ломова 162,7711245659,,,,,,,"0",,,,,7,"0",,
145,ТОО RAUZET САУДА,141040013993,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,11,"0",,
425,ТОО Almatytrade (Алматытрейд),100140009181,"0","0",2025-11-04 15:04:46,2025-11-04 15:04:46,,,3531,,"0",,172-25,2025-10-16,companies/contracts/eKY0ZHRmgyzAD8GxerhJAcsCoI5dWLn6rnFhgISt.pdf,Ахметова Г,2,улица Красногорская 71,7056260577,,,,,,,"0",,,,,7,"0",,
379,ТОО TZK-АГРО,221240011832,"0","0",2025-10-07 16:12:34,2025-10-07 16:12:34,,,3531,,"0",,1111,1111-11-11,companies/contracts/MqtFlcBF8PX0JZnM1KlEL1SAVRyJOIZt2JWyeqDN.png,Галиева Р М,11,район казыбек би ул. камская 2/1,7019208822,,,,,,,"0",,,,,7,"0",,
366,ТОО АртPLAST,"080240003799","0","0",2025-10-07 11:50:27,2025-10-07 11:50:46,,,3531,,"0",,1111,1111-11-11,companies/contracts/LiY5VBOarg8skAXD3b6eIRz6JedfmAmH6lyfpott.png,Ф И О,56,Челябинская 11Б,7775335060,,,,,,,"0",,,,,7,"0",,
435,ТОО LWS Terminal,220740029157,"0","0",2025-11-14 10:38:52,2026-03-04 16:16:17,,,3531,,"0",,76-25,2025-05-21,companies/contracts/XzIPG9GUkZxxyYBxQs8VdzvP4uxiGXHbfIrFvA7J.docx,Айтбек А,1,Улица Буйрат 63а,7056026664,,,,,,,"0",,,,service_tariff,2,"0",,
198,АО СҮТ,921140000817,"0","0",,,,,,,"0",,,,,,17,,,,,,,,,,,,,,11,"0",,
370,ТОО КЗМК ГАРАНТ,240240005036,"0","0",2025-10-07 12:31:08,2025-10-07 12:31:08,,,3531,,"0",,1111,1111-11-11,companies/contracts/PAeAubbhjTkrgxBhyevW40ZI2P7Vw6g0dUy5VuYX.png,Казымжан Г С,56,ул. Кобыланды батыра 11В,7777777777,,,,,,,"0",,,,,7,"0",,
215,ФИЛИАЛ ТОО МЕЧТА МАРКЕТ В Г.КОСТАНАЙ,121141003179,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,2,"0",,
166,ТОО ВИБРО МАСТЕР КАЗАХСТАН,130940000533,"0","0",,,,,,,"0",,,,,,5,,,,,,,,,,,,,,7,"0",,
359,Тестовая компания2,"00254245","0","0",2025-09-28 23:56:11,2025-09-28 23:56:31,,,1129,,"0",,63545645,2025-09-03,companies/contracts/cNfps7H4aWEavrJJSHO5wIcB4ro7ASXyoAjo6Hpj,Тестовый руководитель,6,"ул. Ибрагим-ата, д. 25",7546564645,,,,,,,"0",,,,,8,"0",,
449,АО УСТЬ  КАМЕНОГОРСКИЙ ТИТАНОМАГНИЕВЫЙ КОМБИНАТ,950940000178,"0","0",2025-12-03 13:05:13,2025-12-03 13:05:13,,,3531,,"0",,1111,1111-11-11,companies/contracts/oj3VYKhgYhdEJAlObnzPaBYz80PjyLsxhd0u1mg5.pdf,Мамутова А,30,ул. Шаяхметов 1/1,7770792878,,,,,,,"0",,,,,11,"0",,
453,ТОО SARA LOGISTICS AND MOVING,230240027693,"0","0",2025-12-12 10:48:39,2026-02-27 12:09:41,,,3531,,"0",,1111,1111-11-11,companies/contracts/F2X7irHOknSiy1fUKn5hSaMAgOMRKx4UE6sfRc6L.pdf,Даулеткалиева Ж,1,г. Алматы ул. Домбровского 3,7056026664,,,,,,,"0",,,,service_tariff,2,"0",,
459,ТОО LAM.TECH,"040840000635","0","0",2026-01-15 14:47:35,2026-02-27 12:07:23,,,3531,,"0",,61,2025-07-29,companies/contracts/HvD7so3Bmm31cXd3Dz2j7zCkydCY43vVsPWJrfbG.pdf,Шабанбаев Алдияр К,2,Улица Бокейханова 81Б,7011211534,,,,,,,"0",,,,service_tariff,6,"0",,
458,ФИЛИАЛ ТОО ПРИМА ДИСТРИБЬЮШН В ГОРОДЕ АСТАНА,"090141009167","0","0",2026-01-14 16:14:40,2026-02-27 12:07:46,,,3531,,"0",,1111,1111-11-11,companies/contracts/aRzawaf7ggDeddeF6b9lBb8kafaN8lFOWD40nYHh.pdf,Смаилханова Г,1,г. Астана трасса Астана - Караганда 45/2,7056026664,,,,,,,"0",,,,service_tariff,6,"0",,
456,ФИЛИАЛ ТОО ПРИМА ДИСТРИБЬЮШН В ГОРОДЕ СЕМЕЙ,90341007049,"0","0",2026-01-05 09:55:09,2026-02-27 12:08:23,,,3531,,"0",,182-25,2026-01-01,companies/contracts/Ld8Hx8iwa4cMTzX0dzHHbWnk7Y8HynaEFMD8iy7V.pdf,Зацепин АА,22,Улица Шугаева 164,7011211534,,,,,,,"0",,,,service_tariff,6,"0",,
437,TOO ISHIM LOG,240740004115,"0","0",2025-11-14 17:32:57,2025-11-14 17:32:57,,,3531,,"0",,1111,1111-11-11,companies/contracts/Tbj3Dk9yw1nsL7tdVW5zWMBAujFYD9InHqzXRqEM.pdf,Курбатов А,1,"г. Астана, ул. Бұйрат 65",7056026664,,,,,,,"0",,,,,7,"0",,
454,ИП GRACE,820809300920,"0","0",2025-12-12 16:41:56,2026-02-27 12:08:47,,,3531,,"0",,1111,1111-11-11,companies/contracts/PYFGlCP0n6CcxfKfc4A1e94UHc2iygZBJXFydbLy.pdf,ҚИЗАТ СЕРІК,1,г. Астана Достык 9,7056026664,,,,,,,"0",,,,agent,7,"0",,
383,ТОО «ОКТА ТРЕЙД»,140840000412,"0","0",2025-10-09 11:13:38,2025-10-09 11:13:38,,,3531,,"0",,123123,2025-10-09,companies/contracts/QFykVV6EYaRuSKqPQIqlG5ewjEA0j6eDXIeK24tv.pdf,Исатаева А,22,г Семей ул Пархоменко 15 заезд 1,7713918840,,,,,,,"0",,,,,10,"0",,
376,"ТОО ""Кызылжар-Кус KZ""",240640012320,"0","0",2025-10-07 14:46:28,2025-10-07 14:46:28,,,3531,,"0",,134234213,2025-10-07,companies/contracts/cSZT4jm4lYeS6CpCu3qN7pwTVv53xcvjIR2cfVet.pdf,Рахимов Е,17,Акдала 12,7713918840,,,,,,,"0",,,,,10,"0",,
377,ИП Ситников В.А.,880924300293,"0","0",2025-10-07 15:18:38,2025-10-07 15:18:38,,,3531,,"0",,16243617,2025-10-07,companies/contracts/fIGHE5P45QGq0j88ldF4ZSl9lczG1H7MoxWducDL.pdf,ИП Ситников В,19,ул. Островского 25/1,7713918840,,,,,,,"0",,,,,10,"0",,
457,ТОО ДВЕРИ АЛМАТЫ,220440021180,"0","0",2026-01-09 17:05:26,2026-02-27 12:08:03,,,3531,,"0",,111123,2026-01-09,companies/contracts/2xfll6Ty8FUjyVJMerxI73t5RqnJuVuJUHC3KcjE.png,Шагиров С,2,г. Алматы ул. Ратушного 88а,8798798798,,,,,,,"0",,,,service_tariff,11,"0",,
368,ТОО МонолитЖБИ,250440007765,"0","0",2025-10-07 12:09:18,2025-10-07 12:09:18,,,3531,,"0",,1111,1111-11-11,companies/contracts/EPHCn9daROdlvSWIFfQ8teK1FOC8RtqZyNQiEBb1.png,Капжапов Е А,56,Промзона северная уч. 607,7777777777,,,,,,,"0",,,,,11,"0",,
92,ТОО Айтас-МП,120440013019,"0","0",2025-08-12 18:24:21,2025-08-12 18:24:21,,,1133,,"0",,11,1111-11-11,companies/contracts/Hg9glPtcZTaAibfd3W3OQEU27d80pa8olnBPU6wU.png,Ф И О,30,"с.Катон-Карагай, ул.Жампеисова 19/1",7777396704,,,,,,,"0",,,,,11,"0",,
214,ФИЛИАЛ В Г.КОСТАНАЙ ТОО ПРИМА ДИСТРИБЬЮШН,"090241007997","0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,11,"0",,
211,ТОО ТОРГОВЫЙ ДОМ АРАСАН,181040024004,"0","0",,,,,,,"0",,,,,,20,,,,,,,,,,,,,,11,"0",,
464,ТОО НЕВАТОМ КАЗАХСТАН,200240006483,"0","0",2026-01-19 13:10:32,2026-02-27 12:06:26,,,3531,,"0",,1111,1111-11-11,companies/contracts/qYJ7s9dMeWD7VLOeKRItXEnVA7fpz12fNfcG38MI.pdf,Габриэлян Е,1,ул. Кабанбай батыра 2/2,7056026664,,,,,,,"0",,,,service_tariff,11,"0",,
463,ТОО ALINUR CONSULTING,210640020306,"0","0",2026-01-19 13:09:06,2026-02-27 12:07:00,,,3531,,"0",,1111,1111-11-11,companies/contracts/ahQFvQ9RjPj264MZlVBETyX3uNUVvxxqLPrnW3q7.pdf,Басимов Д,2,"улица Ислам Каримов, дом 56,  кв/офис 186",7056026664,,,,,,,"0",,,,service_tariff,11,"0",,
465,ТОО ДСК GLB,210540029009,"0","0",2026-01-19 13:11:44,2026-02-27 12:05:45,,,3531,,"0",,1111,1111-11-11,companies/contracts/xpdIlWOIHbQZBIXhmzNzx3uKq3q0gX16P5LbIwge.pdf,Касымов Э,1,ул. 92 зд.2,7056026664,,,,,,,"0",,,,service_tariff,11,"0",,
375,ТОО GREEN VITAMIN,161140023809,"0","0",2025-10-07 14:18:01,2025-10-07 14:18:01,,,3531,,"0",,1111,1111-11-11,companies/contracts/IAyDC6foECryJQjZwIpGWSzf5DHm0HT98iwzZWuk.png,Дисаров Д Л,5,"Актобе, проспект 312 Стрелковой дивизии 44Л",7777777777,,,,,,,"0",,,,,12,"0",,
486,ТОО САНТЕХ КОМПЛЕКТ ГРУПП,150240009367,"0","0",2026-04-14 16:11:03,2026-04-14 16:11:03,,,3531,,"0",,97-26,2026-04-10,companies/contracts/vXPTGbojrpq9asr3QMu83i6WZVdsZJ0vnPHmTX2T.pdf,Уббиниязова Ж Ж,2,"С. ОТЕГЕН БАТЫР, УЛ. ЗАМАНБЕКА БАТТАЛХАНОВА 7В",7056260577,,,,,,,"0",,,,service_tariff,2,"0",,
487,ТОО XARTI FOIL,180340006292,"0","0",2026-04-16 17:08:38,2026-04-16 17:08:38,,,3531,,"0",,76-26,2026-02-26,companies/contracts/VPK7pNJzWZWGsfovJ1GYUsr77kJyAydL3Bf2btfq.docx,Ахметов Р Ш,2,"Алматы, р-н Наурызбайский, микрорайон Акжар, ул. Ж. Бекешев, д.57",7777476717,,,,,,,"0",,,,service_tariff,3,"0",,
488,Jet Logistic,"0711140015363","0","0",2026-05-04 18:33:01,2026-05-04 18:33:01,,,3531,,"0",,78-26,2026-03-03,companies/contracts/mEKjiJZ52ZRKFnD08629zJnGzeEBBfQCL2tfSovT.pdf,Мухамеджанов Р,1,ул. Мустафина,7011211534,,,,,,,"0",,,,agent,11,"0",,
169,ТОО ЗАВОД АБК-БЕТОН,110340018878,"0","0",,2026-03-06 14:04:49,,,3531,,"0",,1111,1111-11-11,companies/contracts/rOOIdvCmmivuNGpacNdBnYu2HOcU7bh7OnSVYhFj.pdf,Ф И О,1,адрес,2121212121,,,,,,,"0",,,,service_tariff,11,"0",,
466,ТОО Алина Компании 2008,"080840001724","0","0",2026-01-27 15:37:33,2026-02-27 12:05:32,,,3531,,"0",,54-26,2026-01-26,companies/contracts/gP9zW2fcHi73xDJBLc5u4RvCGwtz9wmIChkzUBN2.pdf,Синенкова Валентина В,11,"Пригородная, Строение 1Б",7011211534,,,,,,,"0",,,,agent,2,"0",,
77,ИП СВЕЖИЙ ПРОДУКТ,870803400031,"0","0",,,,,,,"0",,,,,,7,,,,,,,,,,,,,,2,"0",,
468,ОсОО АРТВИН ДЕВЕЛОПМЕНТ,"00103202310062","0","0",2026-02-03 10:39:36,2026-02-27 12:04:57,,,3531,,"0",,111,1111-11-11,companies/contracts/ZIsoT7KpqSvD2QuhSeElD3QOs32VpT5swoBOoL94.pdf,Асанов А,8,"г. Бишкек, пр. Ч. Айтматова 243","0707808802",,,,,,,"0",,,,service_tariff,4,"0",,
79,АКЦИОНЕРНОЕ ОБЩЕСТВО TECHNODOM OPERATOR,121140008045,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,2,"0",,
490,TOO NURGROUPLTD,"070740006908","0","0",2026-05-08 11:06:59,2026-05-08 11:06:59,,,3531,,"0",,98-26,2026-05-04,companies/contracts/vw8rOpPgfdJsE3WC1o0AjCgwcuLAo0TgmXoHyxJM.pdf,ТОҚТАҒАЗЫ Қ Қ,2,ВКО г. Зайсан 33А,7056260577,,,,,,,"0",,,,service_tariff,2,"0",,
491,TOO SOLVE LOGISTICS,231140026264,"0","0",2026-06-01 08:50:39,2026-06-01 08:50:39,,,3531,,"0",,99-26,2026-05-05,companies/contracts/yZOSua0G0TI8WGwVy79bZDAV3Kngotp0Z4N2cg55.pdf,Бейсенбек М М,2,"г. Алматы, ул. Маркова 22/37",7056260577,,,,,,,"0",,,,service_tariff,3,"0",,
496,ТОО «CAPS LOCK»,200740020427,"0","0",2026-06-18 15:13:04,2026-06-18 15:17:57,,,3531,,"0",,106-26,2026-06-17,companies/contracts/TifwRKh1l710TQ0VZ0pzS4iWjlGPceQH8icDKeAX.docx,Ермекбаева Я,1,"г. Астана, район Есиль, пр. Туран 24",7011211534,,,,,,,"0",,,,agent,2,"0",,s3
492,ТОО PTZ,"060340001960","0","0",2026-06-03 16:24:47,2026-06-03 16:31:21,,,3531,,"0",,66-25,2025-05-01,companies/contracts/aHFCHNduEQ7H4A69zjXGW5Dbi6oLsj4mWEiXIyWj.docx,Ахметов Д Е,26,"Алматинская область, г.Талгар, ул. Сатпаева, 2",7715254050,,,,,,,"0",1,2026-06-03 16:31:21,,service_tariff,6,"0",,
493,ТОО STROY КОМПЛЕКС,210740003331,"0","0",2026-06-04 09:32:04,2026-06-04 09:44:43,,,3531,,"0",,102-26,2026-05-28,companies/contracts/h00H3qp6Ow0z6vLOn9YFIVrIRkFLdQgy2ipdkWhW.docx,АБУЛКАДЫРОВА Ш А,1,АДРЕС,7056260577,,,,,,,"0",,,,service_tariff,11,"0",,
494,ТОО ДОВЕКУ,"081040008567","0","0",2026-06-10 17:36:00,2026-06-10 17:36:00,,,3531,,"0",,111,1111-11-11,companies/contracts/zEfVtwcfhpfZs8bgVamhJW0aeDTGvbNyD0z5LlI7.pdf,Шарипов Х Х,5,ул. Зинченко 4,7715254060,,,,,,,"0",,,,service_tariff,6,"0",,
495,ИП КАСКАНОВА,880512400656,"0","0",2026-06-16 14:56:56,2026-06-16 14:56:56,,,3531,,"0",,100-26,2026-04-01,companies/contracts/QtpgrSaBQHEZOrNQxrODl1KTaWFxT83AhWemhj5z.pdf,КАСКАНОВ А,1,НЕТ АДРЕСА,7711037194,,,,,,,"0",,,,service_tariff,12,"0",,s3
452,ТОО NEW KITCHEN,"030540015655","0","0",2025-12-10 15:37:41,2026-06-16 15:56:20,,,3531,,"0",,1111,1111-11-11,companies/contracts/1sG0g0iUTl9d0l67arW8yu86FHe9WecDEDcHsz7t.pdf,Кумекбаев Ж,1,"г. Алматы, Турксибский р-он мкр. Директор Арғын Алдияр Серікұлы Кайрат, 282",7017070662,,,,,,,"0",,,,service_tariff,6,"0",,
75,ТОО КОМПАНИЯ ЭВРИКА,120140015907,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
76,ТОО САУДА COMPANY 2030,220640036354,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
78,ИП СТЕПАНОВ Д.В.,870625300484,"0","0",,,,,,,"0",,,,,,7,,,,,,,,,,,,,,4,"0",,
80,ТОО ТЕХНОGRAD,110440012298,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
82,ТОО BULAK,960940000615,"0","0",,,,,,,"0",,,,,,4,,,,,,,,,,,,,,4,"0",,
87,ТОО Magnum E-commerce Kazakhstan,210640039783,"0","0",2025-08-12 17:36:49,2025-08-12 17:36:49,,,1133,,"0",,11,1111-11-11,companies/contracts/uOGvzlc0Ed6Dk08DLwbnZNLVH3v53bLxd2diyxTF.png,Ф И О,2,мкр. Астана 1/10,7777396704,,,,,,,"0",,,,,4,"0",,
461,2,65465465,"0","0",2026-01-15 14:49:03,2026-01-15 14:51:58,,,3531,,"0",,12321,1111-11-11,companies/contracts/ZaFq2pFqn1JAaKkVrZKhZzdYIbCjsQ4aphdUYcC5.pdf,Окасов А,2,адрес,5646549879,,,,,,,"0",,,,,4,"0",,
130,ТОО ECOMAF,190840023183,"0","0",,2026-05-08 14:20:47,,,3531,,"0",,1111,1111-11-11,companies/contracts/LeR0Gs6MRoUv0gH6ODVXhDu5xWFQnILIFj1Y8NeQ.pdf,А А,1,адрес,2123133332,,,,,,,"0",,,,service_tariff,6,"0",,
115,Удалить,"070440007370","0","0",,2026-06-03 15:18:44,,,3499,,"0",,1,1111-11-11,companies/contracts/o895nDhecWR0yyAQMjZ34i7ZpPHnz1n8XZfpq69H.pdf,а а,2,1,1231231231,,,,,,,"0",,,,service_tariff,4,"0",,
116,ТОО ESTAU COMPANY,"040740007544","0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
117,ТОО FUTURE TRADE COMPANY,140340023592,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
118,ИП АМИР,811006300054,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
122,ИП ADBS-PRO.COMPANY,810803301459,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
123,ТОО ADMIX SPORT (АДМИКС СПОРТ),220240009868,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
124,ТОО AITAS MEAT DISTRIBUTION,150340018687,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
125,ТОО ALDAR EUROASIA HOSPITALITY,180540018684,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
126,ТОО ALTERRA INN,100240005414,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
128,ТОО AQUA ALLIANCE,130640001670,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
131,ТОО FAGO,240740000945,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
133,ТОО GVART GROUP CONSTRUCTION,121040019374,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
88,ТОО Trade Retail Group,220440022634,"0","0",2025-08-12 17:40:51,2025-12-24 10:20:33,,,1133,,"0",,11,1111-11-11,companies/contracts/Ik8IUrJ6qaVTIPQcruV6OoxNRLpqE4hUUhTXpn8t.png,Ф И О,2,ул. Байшешек 33,7777396704,,,,,,,"0",1,2025-12-24 10:20:33,,,4,"0",,
137,ТОО LWS TRANSIT,231040037642,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,4,"0",,
139,ТОО MGAME ALMATY,210540029475,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
142,ТОО OFFICE-EXPERT.KZ,110840005091,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
143,ТОО ORDA-MART,160240007749,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
146,ТОО SMART COWORKING,"070740008032","0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
151,ТОО WORLD GREEN COMPANY,181040020478,"0","0",,,,,,,"0",,,,,,29,,,,,,,,,,,,,,4,"0",,
152,ТОО YM POST.KZ,240440011917,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
153,ТОО ZERE-2016,160140000609,"0","0",,,,,,,"0",,,,,,11,,,,,,,,,,,,,,4,"0",,
156,ТОО АГРОФИРМА АЗАМАТ,201140026269,"0","0",,,,,,,"0",,,,,,11,,,,,,,,,,,,,,4,"0",,
161,ИП АМАНБАЕВА НАДИЯ РАФКАТОВНА,820626450186,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,4,"0",,
164,ТОО ӘДІЛ АСТАНА ҚҰРЫЛЫС,140240013938,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
165,ТОО ВИАМИН КАЗАХСТАН,111040011644,"0","0",,,,,,,"0",,,,,,13,,,,,,,,,,,,,,4,"0",,
136,Удалить нужно клиента,220740029157,"0","0",,2026-03-04 16:21:55,,,3531,,"0",,ё1111,1111-11-11,companies/contracts/AArOJNPeH2ZgabByY30v6uG3NWjLOjZ3QPtw3mnx.pdf,Удалить Нужно,5,УДалтить,1231231231,,,,,,,,,2026-03-04 16:21:06,2026-03-04 16:21:21,agent,4,"0",,
148,ТОО SURAYA,170140015540,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,2,"0",,
83,ТОО ПРИМА ДИСТРИБЬЮШН ФИЛИАЛ В Г.АТЫРАУ,"090141008288","0","0",,,,,,,"0",,,,,,7,,,,,,,,,,,,,,2,"0",,
170,ТОО ЗАВОД ГОФРОТАРА,"060740005829","0","0",,,,,,,"0",,,,,,17,,,,,,,,,,,,,,4,"0",,
172,ИП ХРАПКО ЕЛЕНА АНДРЕЕВНА,940131400583,"0","0",,,,,,,"0",,,,,,26,,,,,,,,,,,,,,4,"0",,
174,ТОО КОСТАНАЙ АГРО ПРОДУКТ,140340013634,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,4,"0",,
209,ТОО GULSER COMPUTERS (ГУЛСЕР КОМПЬЮТЕРС),"081040013276","0","0",,2026-03-26 09:55:01,,,3531,,"0",,1111,1111-11-11,companies/contracts/BayFEVnz4es0SbtlLBRKnepZRQXxrNX8lz4cMlQb.jpg,Ф И О,2,адрес,7715255755,,,,,,,"0",,,,service_tariff,2,1,,
178,ФИЛИАЛ ТОО ЛЮДМИЛА-KZ В Г.АЛМАТЫ,181141032916,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
181,ТОО ОҢТҮСТІК-ҚҰРЫЛЫС-СЕРВИС,"010340004024","0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
182,ОСОО EURO TECHSTROY,"00512200810071","0","0",,,,,,,"0",,,,,,8,,,,,,,,,,,,,,4,"0",,
184,ОСОО ГОЛДЕН КОНСТАРКШЕН,"02511201310181","0","0",,,,,,,"0",,,,,,8,,,,,,,,,,,,,,4,"0",,
185,ОСОО ЖАНА ПОСТ,"02601202410466","0","0",,,,,,,"0",,,,,,8,,,,,,,,,,,,,,4,"0",,
186,ОСОО РИХА Г. БИШКЕК,"021111996100","0","0",,,,,,,"0",,,,,,8,,,,,,,,,,,,,,4,"0",,
187,ТОО ПИЩЕТОРГ,100940010486,"0","0",,,,,,,"0",,,,,,11,,,,,,,,,,,,,,4,"0",,
193,ТОО САРЫАРҚА НАН ҚАРАҒАНДЫ,150740015111,"0","0",,,,,,,"0",,,,,,11,,,,,,,,,,,,,,4,"0",,
194,ТОО САУЫТ КОМПАНИ,120240014794,"0","0",,,,,,,"0",,,,,,4,,,,,,,,,,,,,,4,"0",,
196,ТОО СПОРТМАСТЕР КАЗАХСТАН,110440015004,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
200,ТОО ТДС КОСТАНАЙ,210240026261,"0","0",,,,,,,"0",,,,,,56,,,,,,,,,,,,,,4,"0",,
201,ИП ТЕМИРБЕКОВА Д.С.,820426450842,"0","0",,,,,,,"0",,,,,,13,,,,,,,,,,,,,,4,"0",,
202,ТЕПЛИЧНЫЙ КОМПЛЕКС ГРЭС,120140020577,"0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,4,"0",,
203,АО ТЕСHПОDОM OPERATOR,121140008045,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
204,ТОО 3A SAFETY GROUP,160640006864,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
