id,vacancy_id,status,date,total_employee_count,start_time,end_time,luvr,notify_send_time
16600,2028,5,2025-12-27,5,"08:00:00",,shift/luvr/gkVofTUZ5hVgTuTAIUsrvvXlYagGtBsUQ3ZtNEP2.jpg,
18922,2370,5,2026-01-16,12,"08:00:00",,shift/luvr/9iyfdm9rVSI7EMSnXt7IeS5fOOgv1mwrxLqkbcng.jpg,
16617,2028,5,2026-01-13,5,"08:00:00",,shift/luvr/EMpa5vAPIAsWMbQaHUcHt49hAHhQwpB2UDzf33Lf.jpg,
18920,2370,5,2026-01-14,10,"08:00:00",,shift/luvr/yGGB6q4HMU2FkEZB1zGSNy7H4LQ4nF8yu5hPSfhm.jpg,
18924,2370,5,2026-01-18,9,"08:00:00",,shift/luvr/SIEst3yHrRy5AFa3PxqnUMSQTN7GOlrQoFqN23Ld.jpg,
16622,2028,5,2026-01-18,5,"08:00:00",,shift/luvr/kfMHKI2JOcZhtJPgDAWqPdREBIvhq2Qk6jXXAPPW.jpg,
16620,2028,5,2026-01-16,5,"08:00:00",,shift/luvr/spVwCJ0tOo4l3P8171Xkg6qmExeYVhTJ9RlpWjdm.jpg,
16729,2032,6,2026-01-01,3,"08:00:00",,,
16730,2032,6,2026-01-02,3,"08:00:00",,,
16670,2031,6,2026-01-04,2,"08:00:00",,,
16671,2031,6,2026-01-05,2,"08:00:00",,,
16672,2031,6,2026-01-06,2,"08:00:00",,,
16735,2032,6,2026-01-07,3,"08:00:00",,,
16738,2032,6,2026-01-10,3,"08:00:00",,,
41742,7212,5,2026-03-30,10,"09:00:00",,shift/luvr/xcsrED5g4JpMvsLLNFcSCjhoA9v5Tt8fBCXgHkpW.jpg,
16736,2032,6,2026-01-08,3,"08:00:00",,,
16739,2032,6,2026-01-11,3,"08:00:00",,,
16678,2031,6,2026-01-12,2,"08:00:00",,,
16740,2032,6,2026-01-12,3,"08:00:00",,,
16741,2032,6,2026-01-13,3,"08:00:00",,,
16679,2031,6,2026-01-13,2,"08:00:00",,,
16649,2029,6,2026-01-14,4,"08:00:00",,,
16680,2031,6,2026-01-14,2,"08:00:00",,,
18474,2346,5,2026-01-04,2,"08:00:00",,shift/luvr/kM4O6UN8ZUuFUcKYOSA7rkkd2LHbYZ7WF3zWthgC.jpg,
16715,2030,5,2026-01-18,5,"08:00:00",,shift/luvr/fR6sraeSGTLClFk8krszqvWnQjNdeb7mttn4fQbb.jpg,
16700,2030,5,2026-01-03,5,"08:00:00",,shift/luvr/iUKlkwnBLH0bJXn11H8Zt9DCSYXAyGtwAt2jUcGt.jpg,
16742,2032,6,2026-01-14,3,"08:00:00",,,
16743,2032,6,2026-01-15,3,"08:00:00",,,
16682,2031,6,2026-01-16,2,"08:00:00",,,
16688,2031,6,2026-01-22,2,"08:00:00",,,
16744,2032,6,2026-01-16,3,"08:00:00",,,
30782,3916,6,2026-02-18,1,"08:00:00",,,
16750,2032,6,2026-01-22,3,"08:00:00",,,
16661,2031,6,2025-12-26,2,"08:00:00",,,
16726,2032,6,2025-12-29,3,"08:00:00",,,
16728,2032,6,2025-12-31,3,"08:00:00",,,
44019,7864,6,2026-04-05,1,"08:00:00",,,
16698,2030,5,2026-01-01,5,"08:00:00",,shift/luvr/JDNFIistia9A6h6rBrq4sStSaK07fWd8VFDeXVrU.jpg,
16659,2031,5,2025-12-24,2,"08:00:00",,shift/luvr/6v0X19bgVHSJa2WJrvmnlwoWdBy8Q6ebMIms0kHa.jpg,
16724,2032,5,2025-12-27,3,"08:00:00",,shift/luvr/P4uaTDEkCR0ieootHF0Nc8NYi68ESz6IJw9gpYff.jpg,
16658,2031,5,2025-12-23,2,"08:00:00",,shift/luvr/CX3MZAI8IjO4eBmRHYKHJKQjcDvQSThOI4Jc0sgh.jpg,
16693,2030,5,2025-12-27,5,"08:00:00",,shift/luvr/cQglQX10xXN1LfEdYOgbFDH3uLOy1McO24a6OCP0.jpg,
16722,2032,5,2025-12-25,3,"08:00:00",,shift/luvr/wL4hd3wVQdtDVV8SiMpi3UJsVDSTlnymXVGeV9gR.jpg,
16673,2031,5,2026-01-07,2,"08:00:00",,shift/luvr/YlJPgGTQ0Pk197tNRX9XM8UTdilbUgJNr5LxPxAp.jpg,
16691,2030,5,2025-12-25,5,"08:00:00",,shift/luvr/Pxc1SEskeROUwt3fMcNvaas3VV2hZWzkZID7Gw9j.jpg,
16732,2032,5,2026-01-04,3,"08:00:00",,shift/luvr/aFaQyS3yARJqAtIvyRpr99a4nGsjcDqGnLosB8NO.jpg,
16727,2032,5,2025-12-30,3,"08:00:00",,shift/luvr/1bpOZEHNNZJIdmPMaNQ0v5emmLUv6xRTwm8GVGaL.jpg,
16703,2030,5,2026-01-06,5,"08:00:00",,shift/luvr/jpTlzuw0CbS66HkGqBuHjAVJNNCMaIyFdZizuipP.jpg,
16667,2031,5,2026-01-01,2,"08:00:00",,shift/luvr/r0ovaI5zBqhM3a5HZV9poWR8FSGEr59XNKmhe7jr.jpg,
16668,2031,5,2026-01-02,2,"08:00:00",,shift/luvr/ehXZi0W9zehoUgrACPJGCGkiVthOq3MVTQ6PGOjP.jpg,
16664,2031,5,2025-12-29,2,"08:00:00",,shift/luvr/mv2eVtdkfw9jGDiPl3O3x3xHqOq9FdI447zAw3at.jpg,
16733,2032,5,2026-01-05,3,"08:00:00",,shift/luvr/yyY35KuqC7hQie1geyCTz0sNXqgWEHmhI1HWBlmT.jpg,
16708,2030,5,2026-01-11,5,"08:00:00",,shift/luvr/CGpBQvXAcyUUnBIQfEodvjO2cQ7qJYnnj9WHSBZO.jpg,
16737,2032,5,2026-01-09,3,"08:00:00",,shift/luvr/0WenrpgpsBrK9CEUqT5pb7E2IBOZ39I4WRlSUbbZ.jpg,
16705,2030,5,2026-01-08,5,"08:00:00",,shift/luvr/WwtdktgUWm0u73B95vKdK88jVNyTIbdm7a3axSPN.jpg,
16706,2030,5,2026-01-09,5,"08:00:00",,shift/luvr/jk9lMG2qhrIlh0iEm1NaWBDjfsgpXQmWVkI9f0Yd.jpg,
16710,2030,5,2026-01-13,5,"08:00:00",,shift/luvr/MglPLt09LdtnBovE0hgG6CPXiGEEcCAg0yQMVqaF.jpg,
16676,2031,5,2026-01-10,2,"08:00:00",,shift/luvr/xYTIW6Dj9zxTfEAFW7snptReifdFEfhlcwSHg6H2.jpg,
16645,2029,5,2026-01-10,4,"08:00:00",,shift/luvr/xvfr0tohHeIgR5mHFFufzgT8jsESNF8bXk93NWk2.jpg,
16647,2029,5,2026-01-12,4,"08:00:00",,shift/luvr/fWwOQE29Sjaxs9ZoqkMaZRQL4ae6Bmhk4BLWY0E9.jpg,
16709,2030,5,2026-01-12,5,"08:00:00",,shift/luvr/WDU9T6bGT9V0egE6aRlPclQ3k5ITPjtmaSsgiH4H.jpg,
16746,2032,5,2026-01-18,3,"08:00:00",,shift/luvr/06AANHpoT2JlEUZij3UTD0FEpEetdkN11QJCIKDx.jpg,
16697,2030,5,2025-12-31,5,"08:00:00",,shift/luvr/VEx3H3vB2HrLwRM6JrGjWe374PkIVgTqkUKiyv5K.jpg,
16713,2030,5,2026-01-16,5,"08:00:00",,shift/luvr/Mu0efUTUdZMJN3qutbmezcGMxunHc1TiXRyVOQda.jpg,
16652,2029,5,2026-01-17,4,"08:00:00",,shift/luvr/oG1Yg83f7Zcw5By3eI8Jyc6RhOK9CH3iETTOZUox.jpg,
16654,2029,5,2026-01-19,4,"08:00:00",,shift/luvr/UsWwJjczzQLypsPstgtgonCEJqT8TxAoDvgw5ljw.jpg,
16650,2029,5,2026-01-15,4,"08:00:00",,shift/luvr/0yNISxtU5Qk8rsu8pCrVFQ2lriElrXmVnlwP3B0S.jpg,
18925,2370,5,2026-01-19,9,"08:00:00",,shift/luvr/0GW2EgIqeWL4SJh6AfiebXXT7JV4oEu29d85NSsl.jpg,
16718,2030,5,2026-01-21,5,"08:00:00",,shift/luvr/2nEJ6SNItlzi0tTPbu5k4rCbfpOfiJSZo94JDmHz.jpg,
16749,2032,5,2026-01-21,3,"08:00:00",,shift/luvr/xYqIi2b7IBztFXqxA4pPyuIOQo2CYXbNP0JkI3qY.jpg,
16716,2030,5,2026-01-19,5,"08:00:00",,shift/luvr/yERIRa2y03uPxNGbXrSVp9V4jmt5SkWTxJ7bF5Or.jpg,
16687,2031,5,2026-01-21,2,"08:00:00",,shift/luvr/hEDRFYDLsCgNRQf2083b49fJHnMbzhrzkBbU5Ihl.jpg,
16747,2032,5,2026-01-19,3,"08:00:00",,shift/luvr/iZPcTw2qtmXyW13ZHxuUcBtMoBI5SDqxecjV52R7.jpg,
16719,2030,5,2026-01-22,5,"08:00:00",,shift/luvr/HpFZp4dmlbbT2UOBk81AnUXIALwzUngQnYKPO9c1.jpg,
16683,2031,5,2026-01-17,2,"08:00:00",,shift/luvr/sK2NzA7CuwKPK8rRKLICaHgaa2wIBuofVbtYeQqR.jpg,
16685,2031,5,2026-01-19,2,"08:00:00",,shift/luvr/8Rs9b0v1QzLotFam6DWw2BatDmr7ZGep3NAr8GVk.jpg,
30487,3858,5,2026-02-02,2,"08:00:00",,shift/luvr/zWzapsoaG6sEJnTTUZdClhncfddqzf3FAREbN5BF.jpg,
16804,2034,6,2026-01-14,2,"08:00:00",,,
16778,2033,6,2026-01-19,3,"08:00:00",,,
16779,2033,6,2026-01-20,3,"08:00:00",,,
16811,2034,6,2026-01-21,2,"08:00:00",,,
18476,2347,5,2026-01-02,2,"08:00:00",,shift/luvr/BYMeTsCN00EzIyuOwDTBbExsbQR2DwJ6VCZAVwJL.jpg,
18473,2346,5,2026-01-03,4,"08:00:00",,shift/luvr/y2xg5eeriYrxj3y2zHGAJR5uw5RdFkMbZfwo0AJ4.jpg,
18515,2351,5,2026-01-03,9,"08:00:00",,shift/luvr/4XH11Jg1HD0sPyldza0sta6P0MXiaeGPiR2DRB2J.jpg,
18514,2351,5,2026-01-02,9,"08:00:00",,shift/luvr/wI3m10kqrBJzeBoGabSqjIjmzejBzsHayNls9dcg.jpg,
16794,2034,5,2026-01-04,2,"08:00:00",,shift/luvr/9SfTdbtquQLIOyyhzNZRY3401XDM6WUL0vD8aXXW.jpg,
16813,2035,6,2025-12-23,5,"08:00:00",,,
16814,2035,6,2025-12-24,5,"08:00:00",,,
16815,2035,6,2025-12-25,5,"08:00:00",,,
16816,2035,6,2025-12-26,5,"08:00:00",,,
16817,2035,6,2025-12-27,5,"08:00:00",,,
16818,2035,6,2025-12-28,5,"08:00:00",,,
16819,2035,6,2025-12-29,5,"08:00:00",,,
16820,2035,6,2025-12-30,5,"08:00:00",,,
16821,2035,6,2025-12-31,5,"08:00:00",,,
16822,2035,6,2026-01-01,5,"08:00:00",,,
16823,2035,6,2026-01-02,5,"08:00:00",,,
16824,2035,6,2026-01-03,5,"08:00:00",,,
16825,2035,6,2026-01-04,5,"08:00:00",,,
16826,2035,6,2026-01-05,5,"08:00:00",,,
16786,2034,5,2025-12-27,2,"08:00:00",,shift/luvr/qQpia40bMpu44J5LZRlJFjd9gt4Nm3Yfhf21a0Iz.jpg,
16783,2034,5,2025-12-24,2,"08:00:00",,shift/luvr/dRgjAkBZzR3WMiGXQTvq5ipgrBE04hNxXsjU1Y7v.jpg,
16782,2034,5,2025-12-23,2,"08:00:00",,shift/luvr/kgvHEkjPoPfXR7PhtsfdZMumm4B8pY2KYBXbHtUB.jpg,
16756,2033,5,2025-12-28,3,"08:00:00",,shift/luvr/rfcRbcLyAGQtfFPRUPgknIfdsAbuS2IEGrlWy3DV.jpg,
16752,2033,5,2025-12-24,3,"08:00:00",,shift/luvr/U2K1rGvSy2rl4cRL5jnIisjH4KajRt3RS6Ro6ipZ.jpg,
16751,2033,5,2025-12-23,3,"08:00:00",,shift/luvr/KCipG1NsMUNxgl3K0ScmCc9J5adzVJfEqArl5pbn.jpg,
16785,2034,5,2025-12-26,2,"08:00:00",,shift/luvr/ZnNkyDbBCL5xvOy2BtNCVC6f516AHEK13p6cNXaT.jpg,
16784,2034,5,2025-12-25,2,"08:00:00",,shift/luvr/ahjUdg7SOQ8vfriKxZX86XsuMqlpymKdbHZkFw4j.jpg,
16755,2033,5,2025-12-27,3,"08:00:00",,shift/luvr/2LLnYYT9r4uOodwsv4NkB5a6AThMqY7GEbqbtQUN.jpg,
16754,2033,5,2025-12-26,3,"08:00:00",,shift/luvr/8202zA9Qqk9m8tefi4xfiG3dBEggFIEPszbXMkdC.jpg,
16753,2033,5,2025-12-25,3,"08:00:00",,shift/luvr/UHWD5xKB8qUTHNgjORESdoaGTuki0T2soBf3EB2U.jpg,
16762,2033,5,2026-01-03,3,"08:00:00",,shift/luvr/qQAEz2JcRp0FIzUBgyherhshQbjrkStCjx4EFTCX.jpg,
16789,2034,5,2025-12-30,2,"08:00:00",,shift/luvr/FX8TqTG4c8DKafw3kvehxlUFRiKNZ3CAf0gO0z3d.jpg,
16787,2034,5,2025-12-28,2,"08:00:00",,shift/luvr/xyNymhdnQLJtRgU9jDu5nmp0X6LmJeWXsqtjcyMg.jpg,
16791,2034,5,2026-01-01,2,"08:00:00",,shift/luvr/06u4QKq5VnUIjKz4uQ0CkJLvbsvoOm7bkOjXpn0Q.jpg,
16793,2034,5,2026-01-03,2,"08:00:00",,shift/luvr/GfvsfJGI31FxUngwQn57XoOk0KGHdebgiMqkZeMN.jpg,
16765,2033,5,2026-01-06,3,"08:00:00",,shift/luvr/GjBaZvMY7eKBrSYpBIzGGP91NyJChuIRrI6ICedP.jpg,
16758,2033,5,2025-12-30,3,"08:00:00",,shift/luvr/BNqSG7vQ2uK2lsRNJ033KJaZeEoSTIsAySnt4AS3.jpg,
16760,2033,5,2026-01-01,3,"08:00:00",,shift/luvr/I61IUAK2I1YUoCiRqggeusiT09xxgBPXqbQLC2TP.jpg,
16801,2034,5,2026-01-11,2,"08:00:00",,shift/luvr/lpVTlxvPJA2HN7pfUIstkg38hrY3c93gHf4TEXN9.jpg,
18956,2372,5,2026-01-06,7,"08:00:00",,shift/luvr/CofjQfEnhreEMAuFYe1d4M6UnTO5MxcKJLHHm1va.jpg,
16764,2033,5,2026-01-05,3,"08:00:00",,shift/luvr/EB2qrhypxjgm7TZyL96srAsb41zFSujJ1iLmJBSs.jpg,
18959,2372,5,2026-01-09,4,"08:00:00",,shift/luvr/wZCzIfJwLZ1heMbuokIr1s4RxP5JYIo5o61wNIM1.jpg,
18961,2372,5,2026-01-11,7,"08:00:00",,shift/luvr/usk79UTtyWcdB5QaOb4DmQUlARVplpkhYG6xGjWJ.jpg,
16803,2034,5,2026-01-13,2,"08:00:00",,shift/luvr/g4a3W5MRexTqPDFWpIA9oRyyr7IpY7TKrTN6qyHC.jpg,
16796,2034,5,2026-01-06,2,"08:00:00",,shift/luvr/hOgzQEy1QT5QupH62aDThgiRusm8iLQ3fYnDNXPL.jpg,
16770,2033,5,2026-01-11,3,"08:00:00",,shift/luvr/pLiKPEKYWPveBJT6OiZyaENC0lE2b2nCekpHJu9T.jpg,
16800,2034,5,2026-01-10,2,"08:00:00",,shift/luvr/Q9Z1cWVYbuPFumeVZHcWnswhShSog2p4T9dqgU77.jpg,
16798,2034,5,2026-01-08,2,"08:00:00",,shift/luvr/Ge1RealmlOxp5SN0xYTeXr6Owr9GpeoZXy8XZrkZ.jpg,
16768,2033,5,2026-01-09,3,"08:00:00",,shift/luvr/yED7nBvaXB27TSQwhnXbmPCkvdrjqbq7F6duSIQI.jpg,
18963,2372,5,2026-01-13,4,"08:00:00",,shift/luvr/isizLjFnmRgIlytUjUWlhAjRFD7y7WBbaAKPFPeE.jpg,
16773,2033,5,2026-01-14,3,"08:00:00",,shift/luvr/FGAqdr1bfLcKe8WOEWjDn4EpRFfcuB0rfOOfsIKV.jpg,
16807,2034,5,2026-01-17,2,"08:00:00",,shift/luvr/AO9owtbxxfBozyE1EJJPfDA1nzLHb0Tqne4alPMX.jpg,
16772,2033,5,2026-01-13,3,"08:00:00",,shift/luvr/WaArUzCZea8zGBgKtgW7encXYMEgPv2VpOlQQbUJ.jpg,
16776,2033,5,2026-01-17,3,"08:00:00",,shift/luvr/ayTH7z7rLXHC5iMv3btxN8ZAcW3lSoye96N7jURN.jpg,
16805,2034,5,2026-01-15,2,"08:00:00",,shift/luvr/aRQJw7LpDfKgPKLGvjiY1pwaReaFO2VB7Z8i3Hfr.jpg,
16809,2034,5,2026-01-19,2,"08:00:00",,shift/luvr/KXQBxg5RX90biy33ov9yyVJ1PNYqvvbHV1s4Ouzy.jpg,
16774,2033,5,2026-01-15,3,"08:00:00",,shift/luvr/jPnLUc4VTpAvTRh3A5Yi7P5gQK8euUbNwCBh4IDz.jpg,
18926,2370,5,2026-01-20,10,"08:00:00",,shift/luvr/XqN8knb37dLzIYnPTW51xJQqHWd0NbaKSxTEnL2N.jpg,
16780,2033,5,2026-01-21,3,"08:00:00",,shift/luvr/xANEo1bVPJIyz2ffUk4WLzQcSWoI8rAOwpwnUVjX.jpg,
16812,2034,5,2026-01-22,2,"08:00:00",,shift/luvr/P068R1W4ci5GGu1lhR7IHKKxnpRhdfu3CTZTOTZS.jpg,
18928,2370,5,2026-01-22,6,"08:00:00",,shift/luvr/Usy9t2VcKhJjdHT2Ssq5ALPKIdwhxASl1E1T9oFy.jpg,
16827,2035,6,2026-01-06,5,"08:00:00",,,
16828,2035,6,2026-01-07,5,"08:00:00",,,
16829,2035,6,2026-01-08,5,"08:00:00",,,
16830,2035,6,2026-01-09,5,"08:00:00",,,
16831,2035,6,2026-01-10,5,"08:00:00",,,
16832,2035,6,2026-01-11,5,"08:00:00",,,
16833,2035,6,2026-01-12,5,"08:00:00",,,
16834,2035,6,2026-01-13,5,"08:00:00",,,
16835,2035,6,2026-01-14,5,"08:00:00",,,
16836,2035,6,2026-01-15,5,"08:00:00",,,
16837,2035,6,2026-01-16,5,"08:00:00",,,
16838,2035,6,2026-01-17,5,"08:00:00",,,
16839,2035,6,2026-01-18,5,"08:00:00",,,
16840,2035,6,2026-01-19,5,"08:00:00",,,
16841,2035,6,2026-01-20,5,"08:00:00",,,
16842,2035,6,2026-01-21,5,"08:00:00",,,
16843,2035,6,2026-01-22,5,"08:00:00",,,
14758,1479,5,2026-02-03,4,"08:00:00",,shift/luvr/ZzyoO6xJjNoOzhCvknNNENzMMqA7uoQrNB7xLX9g.jpg,
18472,2346,5,2026-01-02,4,"08:00:00",,shift/luvr/9hz5DRKAXY4d7xnG9sqOAjJgsnrt15firJAYZjFW.jpg,
16918,2037,5,2026-01-04,1,"08:00:00",,shift/luvr/5tYOPFXRCILLRZ029Xr3CT2FGcwUUimwsoNWU4zU.jpg,
16885,2036,6,2026-01-02,2,"08:00:00",,,
16886,2036,6,2026-01-03,2,"08:00:00",,,
16887,2036,6,2026-01-04,2,"08:00:00",,,
16888,2036,6,2026-01-05,2,"08:00:00",,,
16889,2036,6,2026-01-06,2,"08:00:00",,,
16890,2036,6,2026-01-07,2,"08:00:00",,,
16891,2036,6,2026-01-08,2,"08:00:00",,,
16892,2036,6,2026-01-09,2,"08:00:00",,,
16893,2036,6,2026-01-10,2,"08:00:00",,,
16894,2036,6,2026-01-11,2,"08:00:00",,,
16895,2036,6,2026-01-12,2,"08:00:00",,,
16856,2035,5,2026-01-04,5,"08:00:00",,shift/luvr/b8I2SReovK3BdlK2eQ5LjGpHL01UDWRjZWleRT64.jpg,
41740,7211,5,2026-03-31,1,"09:00:00",,shift/luvr/pRrKMm6lM5yDP39xD80YwQT6n7AZVfy2F4us3YSi.jpg,
43780,7781,6,2026-04-05,10,"09:00:00",,,
16917,2037,5,2026-01-03,1,"08:00:00",,shift/luvr/tdNqevGY2BpG8IixxmMeSO4R81Sg58IAHowN5tMQ.jpg,
16914,2037,5,2025-12-31,1,"08:00:00",,shift/luvr/Pf35phieujxFw0YEJUeWmabGfhUmh6AUm5qfR6fJ.jpg,
16858,2035,5,2026-01-06,5,"08:00:00",,shift/luvr/LuiNmGW5XQWh18yHvW7TPU3tUPOrrtabAQHVp8Ab.jpg,
16897,2036,6,2026-01-14,2,"08:00:00",,,
16896,2036,6,2026-01-13,2,"08:00:00",,,
16898,2036,6,2026-01-15,2,"08:00:00",,,
16899,2036,6,2026-01-16,2,"08:00:00",,,
16900,2036,6,2026-01-17,2,"08:00:00",,,
16901,2036,6,2026-01-18,2,"08:00:00",,,
16902,2036,6,2026-01-19,2,"08:00:00",,,
16903,2036,6,2026-01-20,2,"08:00:00",,,
16904,2036,6,2026-01-21,2,"08:00:00",,,
16905,2036,6,2026-01-22,2,"08:00:00",,,
16877,2036,6,2025-12-25,2,"08:00:00",,,
16845,2035,5,2025-12-24,5,"08:00:00",,shift/luvr/XKaXvQbJAGOF6nXREBwuH9K3NKKwkgsRmmNsEJYs.jpg,
16911,2037,5,2025-12-28,1,"08:00:00",,shift/luvr/yDwerzFVi9boGZiUN4CxS0UyN3Cg33Q5toQh5UIX.jpg,
16849,2035,5,2025-12-28,5,"08:00:00",,shift/luvr/JR68Ih6Hfiapay8jHGd9RGRXAuu4GAPAedEXbkCy.jpg,
16908,2037,5,2025-12-25,1,"08:00:00",,shift/luvr/EiwHY7KTMbuSOxAv2egswhePIx13oV4gUYsjNH18.jpg,
16909,2037,5,2025-12-26,1,"08:00:00",,shift/luvr/LziDM2MEsZuEbAoRl7MNReZsooFnTRDiY3aXVH2y.jpg,
16851,2035,5,2025-12-30,5,"08:00:00",,shift/luvr/zkAwI91BlbmEma3AoYjcCs9zgnZY0AZVygBWknB1.jpg,
16847,2035,5,2025-12-26,5,"08:00:00",,shift/luvr/IauXNlVBmaMt5cBTGXZ8JyaTJFV9GwcLUuk8FIIZ.jpg,
16853,2035,5,2026-01-01,5,"08:00:00",,shift/luvr/x9E7e22B4egO5vN8DVNkXXyNEBS4mMKFJuVhd7km.jpg,
16854,2035,5,2026-01-02,5,"08:00:00",,shift/luvr/lrzuveVabszBgfwgoDWfi63LwszoWcqH2fJ81wqm.jpg,
16924,2037,5,2026-01-10,1,"08:00:00",,shift/luvr/9YSkDAysbqy8IQIbqdcRFaP2PxY6NiLJ3xbMNqsD.jpg,
16862,2035,5,2026-01-10,5,"08:00:00",,shift/luvr/i1kzS7xHBQX7OvjWUhkqbNqNO0nDYSQePnUDs9HX.jpg,
16919,2037,5,2026-01-05,1,"08:00:00",,shift/luvr/GRDcXbD91HfOwytEnCzJPFdTjZRqhhuP0D57EdZR.jpg,
16921,2037,5,2026-01-07,1,"08:00:00",,shift/luvr/sgEByOOyvNEuJpFD0B9RxfCfb41Q7ii1QdRhHSQI.jpg,
16923,2037,5,2026-01-09,1,"08:00:00",,shift/luvr/Z4GJbPfazTQvUmJ78YgiF9VMoGmNgzJLdQqYcLvO.jpg,
16928,2037,5,2026-01-14,1,"08:00:00",,shift/luvr/DHJPuT0Bs5v9mzTsxM0KaxzIekiKSsPhQeXSN2HH.jpg,
16860,2035,5,2026-01-08,5,"08:00:00",,shift/luvr/bIo9ibnonhg1ON5vHyZ7CiKEiRNve2xKsHoL0h6w.jpg,
16866,2035,5,2026-01-14,5,"08:00:00",,shift/luvr/TmYUny6OWO2yvuRWtbsqzCqiuRa0eZRpEymbpE1B.jpg,
16926,2037,5,2026-01-12,1,"08:00:00",,shift/luvr/uP4qsPfVTNbDxr0xLeAUPX2knc6Sf1WbHvHU7N71.jpg,
16932,2037,5,2026-01-18,1,"08:00:00",,shift/luvr/7r3viS1YkUh08K9p3WfPcHl9dONhwq5Rhulaa3wv.jpg,
16865,2035,5,2026-01-13,5,"08:00:00",,shift/luvr/qSjf55vXxuQJxwjwEZGSbYIx6X3VeX3c6mxUEjY3.jpg,
16870,2035,5,2026-01-18,5,"08:00:00",,shift/luvr/8QFGSGsCCxCXafGWTfYvxNy58aQw8nQsrIvgmkWX.jpg,
16930,2037,5,2026-01-16,1,"08:00:00",,shift/luvr/qX8YtmQqwxrON1AriKqAUoisMRy4fiUh57nwQ20q.jpg,
16873,2035,5,2026-01-21,5,"08:00:00",,shift/luvr/bFEibgSH0LWW9k1dNi3lusewlWJ4dqpnP5BAQ2Ea.jpg,
16868,2035,5,2026-01-16,5,"08:00:00",,shift/luvr/kbGWpxkoW9eDSqF3RuJYY5AjlajUC3sNiOnsKsre.jpg,
16874,2035,5,2026-01-22,5,"08:00:00",,shift/luvr/TfXgFjTTmAOoCvQniV1XJHFeYIQ6KjeX8pMJGOuZ.jpg,
16871,2035,5,2026-01-19,5,"08:00:00",,shift/luvr/R658CY6cGlDnXay6UB2ZxJjJTGaJEQKB47u7nJ3y.jpg,
16875,2036,6,2025-12-23,2,"08:00:00",,,
44122,7893,5,2026-04-05,1,"08:00:00",,shift/luvr/apQJn1ekUq1E7gw99nSkB1K76h0KS9pEVFilEMrg.jpg,
15304,1645,5,2026-02-02,4,"08:00:00",,shift/luvr/WbxRxPBrIpuS9Hyu4Ot1oRwEd1jA4HUiprGZlXGj.jpg,
16937,2038,6,2025-12-23,5,"08:00:00",,,
16938,2038,6,2025-12-24,5,"08:00:00",,,
16939,2038,6,2025-12-25,5,"08:00:00",,,
16940,2038,6,2025-12-26,5,"08:00:00",,,
16941,2038,6,2025-12-27,5,"08:00:00",,,
16942,2038,6,2025-12-28,5,"08:00:00",,,
16943,2038,6,2025-12-29,5,"08:00:00",,,
16944,2038,6,2025-12-30,5,"08:00:00",,,
16945,2038,6,2025-12-31,5,"08:00:00",,,
16946,2038,6,2026-01-01,5,"08:00:00",,,
16947,2038,6,2026-01-02,5,"08:00:00",,,
16948,2038,6,2026-01-03,5,"08:00:00",,,
16949,2038,6,2026-01-04,5,"08:00:00",,,
16950,2038,6,2026-01-05,5,"08:00:00",,,
16951,2038,6,2026-01-06,5,"08:00:00",,,
16952,2038,6,2026-01-07,5,"08:00:00",,,
16953,2038,6,2026-01-08,5,"08:00:00",,,
16954,2038,6,2026-01-09,5,"08:00:00",,,
16955,2038,6,2026-01-10,5,"08:00:00",,,
16956,2038,6,2026-01-11,5,"08:00:00",,,
16957,2038,6,2026-01-12,5,"08:00:00",,,
16958,2038,6,2026-01-13,5,"08:00:00",,,
16959,2038,6,2026-01-14,5,"08:00:00",,,
16960,2038,6,2026-01-15,5,"08:00:00",,,
16961,2038,6,2026-01-16,5,"08:00:00",,,
16962,2038,6,2026-01-17,5,"08:00:00",,,
16963,2038,6,2026-01-18,5,"08:00:00",,,
16964,2038,6,2026-01-19,5,"08:00:00",,,
16965,2038,6,2026-01-20,5,"08:00:00",,,
16966,2038,6,2026-01-21,5,"08:00:00",,,
16967,2038,6,2026-01-22,5,"08:00:00",,,
17000,2039,5,2025-12-24,5,"08:00:00",,shift/luvr/IiDAraONjJ1QqsshSSN0ayAiy8iGwzNQ6u0Hzr4A.jpg,
16999,2039,5,2025-12-23,5,"08:00:00",,shift/luvr/FrTq4LflWjXQKLFH7dS90u4HZLLNXC2Peegs3OQD.jpg,
18482,2345,5,2026-01-04,6,10:00:00,,shift/luvr/rcRehQu5MJ0ImnM2NYgLsAKECZadLv4rQCKLRmG7.jpg,
16969,2038,5,2025-12-24,5,"08:00:00",,shift/luvr/pTEhqQmr3ayKiGulSUV6YU6NyUQGNOi2gdPAl441.jpg,
16968,2038,5,2025-12-23,5,"08:00:00",,shift/luvr/WNjY0kr87aBTwAEWGej33ABz2cwSu9i0M3Hgcjt2.jpg,
16971,2038,5,2025-12-26,5,"08:00:00",,shift/luvr/Z4wsc5Vwyu2nMdKZZFP7viLAXiOSlniz8SWymZms.jpg,
18471,2346,5,2026-01-01,3,"08:00:00",,shift/luvr/2EYa61BTnsuj0DnFBJ5rHF3waAj37GnPEFS9isuV.jpg,
16970,2038,5,2025-12-25,5,"08:00:00",,shift/luvr/ZLPGiqO41QibbOr5w1PDu2eH0Nv6wA4Ku4SxFyHb.jpg,
